Ank_ACCX,Ank_ACCY,Ank_ACCZ,Ank_VELX,Ank_VELY,Ank_VELZ,Ank_LUMX,RightPocketACCX,RightPocketACCY,RightPocketACCZ,RightPocketVELX,RightPocketVELY,RightPocketVELZ,RightPocketLUMX,BeltACCX,BeltACCY,BeltACCZ,BeltAngularVELX,BeltAngularVELY,BeltAngularVELZ,BeltLUMX,NeckACCX,NeckACCY,NeckACCZ,NeckVELX,NeckVELY,NeckVELZ,NeckLUMX,WristACCX,WristACCY,WristACCZ,WristVELX,WristVELY,WristVELZ,WristLUMX,BrainSensor,Activity,LABEL
0.225,-0.121,0.362,202.622,-44.451,-231.829,2.323,-0.125,-2.343,0.007,42.927,-72.195,-189.024,0,-0.84,-0.354,-1.919,101.646,-6.341,-11.28,292.824,0.62,-0.677,-1.601,58.537,-34.939,27.256,783.897,-1.725,-0.966,0.8,-59.329,96.463,-17.683,2101.073,-84,1,1
0.743,0.526,0.483,-22.134,-1.951,-188.171,2.323,-0.125,-2.343,0.007,-43.415,-67.378,-102.439,0,-0.418,-0.343,-1.213,75.854,11.829,-28.476,292.824,0.254,-0.82,-1.655,-8.902,50.854,5.122,783.897,-1.725,-0.966,0.8,-118.963,148.963,30.61,2101.073,-36,1,1
0.525,0.987,0.579,-36.28,-27.134,-173.598,2.323,0.249,-1.385,-0.015,-37.683,-21.646,-29.573,0,-0.418,-0.343,-1.213,10.61,55.305,-36.341,292.824,0.23,-0.392,-1.338,-52.744,98.415,-22.134,783.897,-0.944,-0.776,0.372,-60.671,116.951,101.524,2101.073,22,1,1
0.525,0.987,0.579,-82.622,-58.72,-137.927,2.323,0.447,-0.5,-0.139,-50.793,-5.549,-13.841,0,-0.079,-0.309,-0.631,-64.146,64.939,-15.366,292.824,0.23,-0.392,-1.338,-69.878,76.098,-47.439,783.897,-0.944,-0.776,0.372,-4.878,67.439,131.768,2101.073,196,1,1
0.356,1.22,0.229,-120.671,-75.122,-68.232,2.323,0.447,-0.5,-0.139,-78.841,43.415,9.085,0,-0.125,-0.266,-0.461,-58.293,62.256,37.866,292.824,0.18,-0.307,-0.934,-85.061,29.573,-34.329,783.897,-0.145,-0.291,0.05,13.049,5.976,37.256,2101.073,-580,1,1
0.156,0.92,0.003,-78.659,-106.463,39.146,2.323,0.218,-0.307,-0.123,-73.537,60.793,38.11,0,-0.125,-0.266,-0.461,-19.024,26.707,56.341,292.824,0.214,-0.266,-0.699,-81.768,10,-44.573,783.897,-0.659,-0.641,0.186,21.829,9.817,-3.049,2101.073,329,1,1
0.156,0.92,0.003,-88.598,-96.098,103.476,2.323,-0.082,-0.469,-0.029,-80.793,61.098,55.732,0,-0.359,-0.225,-0.529,-26.463,2.134,34.573,292.824,0.214,-0.266,-0.699,-66.524,-2.805,-18.415,783.897,-0.659,-0.641,0.186,12.744,4.329,-7.073,2101.073,-193,1,1
0.285,0.292,-0.124,-99.573,-87.134,130.061,2.323,-0.082,-0.469,-0.029,-70.671,48.11,61.585,0,-0.359,-0.225,-0.529,-8.415,-10.122,11.646,292.824,0.266,-0.07,-0.835,-8.049,25.305,-15.915,783.897,-1.033,-0.574,0.271,2.439,10.793,2.561,2101.073,1461,1,1
0.285,0.292,-0.124,-77.012,-71.89,161.281,2.323,-0.093,-1.133,-0.063,32.134,50.976,64.207,0,-0.336,-0.16,-1.01,-59.634,34.512,7.256,292.824,0.266,-0.07,-0.835,32.256,1.037,7.073,783.897,-1.059,-0.518,0.174,-0.488,11.28,-1.341,2101.073,864,1,1
1.792,-1.146,-0.157,109.817,-23.78,270.427,2.323,-0.298,-1.536,-0.598,-108.781,-9.39,59.573,0,-0.241,-0.033,-1.489,-62.805,2.256,2.195,292.824,0.407,-0.006,-1.316,14.756,-18.841,-34.085,783.897,-1.057,-0.412,0.484,-4.756,-28.537,33.902,2101.073,500,1,1
0.154,-1.51,0.171,55,61.768,285.61,2.323,-0.298,-1.536,-0.598,-134.024,-0.854,59.207,0,0.191,0.122,-1.18,2.988,17.744,-7.134,292.824,0.381,-0.148,-1.421,5.793,-1.098,-6.646,783.897,-1.057,-0.412,0.484,15.488,-79.573,45.549,2101.073,233,1,1
-1.356,-1.339,-0.24,-114.329,0.183,180.549,2.323,-0.59,-1.127,-0.701,-3.415,-70.427,34.573,0,0.191,0.122,-1.18,23.354,29.268,0.061,292.824,-0.032,0.013,-0.962,-28.72,-40,2.561,783.897,-0.848,-0.266,0.459,18.049,-93.963,47.317,2101.073,135,1,1
-1.356,-1.339,-0.24,-93.598,-20.732,101.098,2.323,-0.176,-0.578,-0.32,-39.024,4.024,15.488,0,0.029,0.021,-0.827,-6.037,89.695,8.72,292.824,-0.032,0.013,-0.962,-7.439,-26.463,-19.878,783.897,-0.848,-0.266,0.459,16.22,-73.659,26.89,2101.073,-2048,1,1
-0.175,-0.905,-0.123,-76.768,1.89,32.988,2.323,-0.176,-0.578,-0.32,5.244,44.268,-8.78,0,0.029,0.021,-0.827,-37.256,99.878,8.049,292.824,-0.134,0.076,-0.864,-48.598,-19.146,-6.585,783.897,-0.595,-0.293,0.556,28.659,-36.402,-8.963,2101.073,2047,1,1
-0.175,-0.905,-0.123,-56.341,8.72,4.451,2.323,-0.442,-0.494,-0.212,-23.78,24.39,17.195,0,-0.006,0.122,-0.738,-27.5,45.427,1.159,292.824,-0.134,0.076,-0.864,-47.439,-14.085,-4.085,783.897,-0.595,-0.293,0.556,19.451,9.329,-32.561,2101.073,1345,1,1
-0.05,-1.495,-0.098,-33.902,-8.171,45.549,2.323,-0.442,-0.494,-0.212,-89.573,40.854,37.012,0,-0.05,0.155,-0.941,-10.366,15.366,1.829,292.824,-0.064,0.019,-0.922,-4.024,-6.22,-8.293,783.897,-0.745,-0.532,0.49,2.012,26.524,-20.671,2101.073,-2048,1,1
-0.05,-1.495,-0.098,43.232,-22.622,122.317,2.323,-0.586,-0.88,-0.603,-42.073,32.866,-9.085,0,-0.05,0.155,-0.941,0.549,-13.963,-1.707,292.824,-0.025,0.054,-0.929,18.11,8.72,15.183,783.897,-0.841,-0.422,0.494,11.159,44.085,-29.329,2101.073,-1073,1,1
-0.525,-1.784,-0.086,94.329,-21.28,7.683,2.323,-0.438,-0.941,-0.709,99.817,-21.22,-25.366,0,0.044,0.121,-1.053,8.902,-32.073,-2.5,292.824,0.088,0.063,-1.09,4.329,23.902,10.793,783.897,-0.891,-0.307,0.372,-16.89,68.232,-36.585,2101.073,-169,1,1
-0.245,-1.125,0.062,-8.049,5.061,-63.11,2.323,-0.263,-0.7,-0.362,161.22,-80.61,-16.463,0,0.184,0.057,-1.051,5.305,-23.902,-1.646,292.824,0.088,0.063,-1.09,28.232,18.78,7.927,783.897,-0.891,-0.307,0.372,-18.293,62.134,-23.354,2101.073,-221,1,1
0.032,-0.681,0.109,-64.39,13.963,-47.073,2.323,-0.334,-0.851,-0.348,4.512,12.317,-20.976,0,0.063,0.083,-1.076,9.451,-2.866,1.463,292.824,0.205,0.022,-1.098,-9.817,10.732,13.537,783.897,-1.016,-0.549,0.27,-9.817,19.695,9.329,2101.073,-106,1,1
0.088,-0.724,0.037,-37.256,9.146,-31.951,2.323,-0.334,-0.851,-0.348,5.793,16.89,-32.927,0,-0.066,0.071,-0.927,7.317,-2.256,1.341,292.824,0.233,-0.02,-1.112,-9.146,28.232,9.695,783.897,-0.869,-0.5,0.19,-6.951,-22.561,42.988,2101.073,453,1,1
0.088,-0.724,0.037,-2.256,-0.305,-13.78,2.323,-0.29,-0.958,-0.371,19.695,3.049,-24.451,0,-0.066,0.071,-0.927,3.78,-5.915,0.061,292.824,0.233,-0.02,-1.112,-6.28,16.402,2.744,783.897,-0.808,-0.348,0.374,-17.378,-123.415,75.488,2101.073,212,1,1
0.102,-0.667,-0.009,15.915,-6.646,8.537,2.323,-0.253,-0.892,-0.193,44.39,-25.549,3.659,0,-0.087,0.048,-0.868,-2.195,-13.537,-1.707,292.824,0.27,-0.076,-1.114,18.11,22.073,-0.488,783.897,-0.808,-0.348,0.374,-11.098,-131.159,60.976,2101.073,84,1,1
0.072,-0.748,0.024,5.854,-1.463,21.768,2.323,-0.253,-0.892,-0.193,33.841,-20.976,4.39,0,-0.087,0.048,-0.868,-7.683,-19.268,-2.744,292.824,0.278,-0.078,-0.979,9.024,5.915,-5.244,783.897,-0.833,-0.259,0.667,-10,-109.085,36.707,2101.073,1525,1,1
0.072,-0.748,0.024,-0.244,0.976,36.22,2.323,-0.229,-0.858,-0.132,26.28,-16.28,4.695,0,-0.052,0.049,-0.951,-7.439,-12.195,-1.829,292.824,0.278,-0.078,-0.979,13.293,5.366,-6.22,783.897,-0.833,-0.259,0.667,-20.122,-78.415,4.939,2101.073,1655,1,1
-0.125,-1.069,0.091,0.549,0,45.976,2.323,-0.292,-0.906,-0.161,4.329,-13.841,16.463,0,-0.031,0.076,-1.009,-0.976,3.354,1.098,292.824,0.252,-0.057,-0.954,17.805,2.439,-5.61,783.897,-0.826,-0.352,0.68,-7.988,-9.268,-8.659,2101.073,915,1,1
-0.125,-1.069,0.091,5.61,-4.451,52.134,2.323,-0.292,-0.906,-0.161,-10.915,-7.805,18.11,0,-0.031,0.076,-1.009,-0.915,7.927,1.402,292.824,0.215,-0.075,-1.085,11.829,5.244,-1.89,783.897,-0.813,-0.409,0.628,-8.476,-4.268,-2.073,2101.073,628,1,1
-0.346,-1.38,0.036,-6.098,-5.732,56.037,2.323,-0.395,-0.914,-0.216,-20.244,-1.159,15,0,-0.024,0.098,-0.965,1.89,10.183,1.524,292.824,0.215,-0.075,-1.085,-5.854,-0.976,-0.61,783.897,-0.813,-0.409,0.628,3.232,-18.293,8.902,2101.073,-1562,1,1
-0.354,-1.237,-0.054,-9.634,-3.598,7.439,2.323,-0.395,-0.914,-0.216,-24.329,0.549,9.817,0,-0.024,0.098,-0.965,4.207,8.598,1.159,292.824,0.188,-0.047,-1.16,-8.11,-1.22,-6.524,783.897,-0.732,-0.304,0.674,4.085,-39.329,23.415,2101.073,195,1,1
-0.354,-1.237,-0.054,-4.756,1.768,-22.866,2.323,-0.401,-0.87,-0.235,-28.415,10.488,-2.439,0,-0.006,0.111,-0.959,-0.976,7.439,0.305,292.824,0.161,-0.044,-1.059,-0.122,1.159,-8.537,783.897,-0.688,-0.29,0.755,-1.829,-43.659,19.268,2101.073,210,1,1
-0.168,-0.861,-0.022,-24.024,4.146,-20.854,2.323,-0.355,-0.849,-0.297,-32.317,10.732,0.244,0,0.016,0.085,-0.977,-0.671,10.366,1.89,292.824,0.161,-0.044,-1.059,1.341,-8.537,-8.171,783.897,-0.688,-0.29,0.755,-2.439,-23.78,16.037,2101.073,86,1,1
-0.104,-0.863,-0.081,-18.78,1.22,-5.244,2.323,-0.365,-0.897,-0.395,-31.098,17.5,-3.841,0,0.011,0.073,-0.971,2.073,4.024,1.89,292.824,0.199,-0.031,-0.946,-2.622,1.22,-1.585,783.897,-0.736,-0.279,0.783,-8.78,16.22,1.524,2101.073,306,1,1
-0.104,-0.863,-0.081,-4.39,-1.89,6.89,2.323,-0.365,-0.897,-0.395,-12.012,11.159,-6.159,0,0.011,0.073,-0.971,4.146,1.585,1.402,292.824,0.23,-0.03,-1,1.341,4.512,4.329,783.897,-0.732,-0.283,0.672,-12.683,23.659,-3.659,2101.073,90,1,1
-0.134,-0.968,-0.075,4.451,-2.134,11.341,2.323,-0.326,-0.865,-0.365,-1.159,4.939,-5.732,0,0.01,0.064,-0.947,3.11,1.159,0.976,292.824,0.23,-0.03,-1,-2.805,-12.256,4.451,783.897,-0.732,-0.283,0.672,-7.744,20.061,-8.171,2101.073,60,1,1
-0.139,-0.986,-0.019,1.829,-3.415,11.22,2.323,-0.326,-0.865,-0.365,2.622,1.098,-5.305,0,0.01,0.064,-0.947,2.012,0,0.671,292.824,0.257,-0.008,-1.072,-2.134,7.561,0.244,783.897,-0.812,-0.331,0.691,-3.354,14.512,-4.024,2101.073,115,1,1
-0.139,-0.986,-0.019,3.598,-5.305,13.78,2.323,-0.302,-0.856,-0.338,7.256,-1.646,-2.378,0,0.006,0.061,-0.963,0.305,-3.11,-0.183,292.824,0.271,-0.03,-1.071,3.293,-9.695,4.207,783.897,-0.812,-0.331,0.691,-6.463,20.305,-5.671,2101.073,438,1,1
-0.176,-0.866,0.012,7.378,-7.866,21.768,2.323,-0.325,-0.894,-0.339,9.146,-3.963,-1.098,0,0.004,0.074,-0.99,1.707,-4.451,-0.549,292.824,0.271,-0.03,-1.071,1.585,2.073,0.427,783.897,-0.786,-0.319,0.668,-4.939,33.11,-18.841,2101.073,-169,1,1
-0.176,-0.866,0.012,10.732,-11.28,31.463,2.323,-0.325,-0.894,-0.339,9.756,-6.037,-0.915,0,0.004,0.074,-0.99,2.439,-4.329,-0.549,0,0.23,-0.066,-1.028,1.585,17.256,0.122,292.637,-0.79,-0.357,0.601,-2.683,28.293,-15.061,2510.413,-344,1,1
-0.278,-0.905,-0.013,9.939,-11.463,39.878,2.323,-0.334,-0.89,-0.325,13.232,-7.988,-0.305,0,0.005,0.081,-0.978,1.22,-4.817,-0.61,0,0.23,-0.066,-1.028,8.537,2.5,7.195,292.637,-0.79,-0.357,0.601,-2.561,17.988,-8.537,2510.413,-285,1,1
-0.395,-1.356,-0.059,10.732,0.183,22.317,2.323,-0.334,-0.89,-0.325,15.305,-10.549,1.829,0,0.005,0.081,-0.978,-0.305,-3.659,-0.427,0,0.205,-0.045,-1.03,6.28,-2.256,7.256,292.637,-0.799,-0.373,0.586,-0.488,8.049,-4.085,2510.413,-420,1,1
-0.395,-1.356,-0.059,17.988,-0.732,-12.744,2.323,-0.337,-0.865,-0.273,13.476,-9.756,3.415,0,-0.014,0.076,-0.947,-0.854,-2.012,-0.305,0,0.205,-0.045,-1.03,-1.829,-0.366,3.293,292.637,-0.799,-0.373,0.586,0.915,1.037,-0.915,2510.413,-737,1,1
-0.285,-0.873,0.083,15.732,-3.902,-0.671,2.323,-0.343,-0.869,-0.241,11.829,-7.134,2.256,0,-0.029,0.079,-0.951,0.183,-1.22,0.305,0,0.215,-0.053,-1.032,1.22,1.341,1.341,292.637,-0.802,-0.375,0.611,1.585,-2.439,1.829,2510.413,-198,1,1
-0.285,-0.873,0.083,0.061,0.183,-2.927,2.323,-0.343,-0.869,-0.241,10.305,-5.549,0.061,0,-0.029,0.079,-0.951,1.646,-1.829,0.122,0,0.23,-0.069,-1.042,-1.28,0.061,-1.951,292.637,-0.799,-0.354,0.618,0.793,0.183,-0.427,2510.413,-150,1,1
-0.28,-0.933,0.037,-5.793,1.585,0,2.323,-0.345,-0.889,-0.23,4.207,0.915,-4.512,0,-0.021,0.079,-0.969,1.159,-2.073,0,0,0.23,-0.069,-1.042,2.866,-2.5,-2.256,292.637,-0.799,-0.354,0.618,0.305,1.463,-1.646,2510.413,52,1,1
-0.29,-1.073,-0.014,-3.232,3.171,-5.915,2.323,-0.325,-0.881,-0.233,0.793,-2.195,-1.28,0,-0.003,0.067,-0.97,-0.61,2.134,0.488,0,0.245,-0.063,-1.041,0.671,-0.915,-1.646,292.637,-0.827,-0.355,0.625,-1.037,2.683,-3.841,2510.413,203,1,1
-0.29,-1.073,-0.014,-1.098,3.78,-7.317,2.323,-0.325,-0.881,-0.233,-8.293,1.037,-0.793,0,-0.003,0.067,-0.97,1.524,3.537,1.037,0,0.248,-0.034,-1.052,-1.463,-2.073,-3.537,292.637,-0.827,-0.355,0.625,-2.683,0.549,-10.061,2510.413,215,1,1
-0.282,-1.021,0.024,5.549,-1.524,-7.805,2.323,-0.334,-0.89,-0.28,-12.134,6.098,-3.902,0,-0.009,0.067,-0.954,5.183,3.232,0.854,0,0.245,-0.055,-1.071,-7.195,-3.293,-12.256,292.637,-0.76,-0.375,0.66,6.768,-13.72,-6.037,2510.413,487,1,1
-0.252,-0.911,0.04,7.866,-1.89,-12.317,2.323,-0.323,-0.887,-0.289,-10.549,7.378,-5.793,0,-0.004,0.071,-0.966,2.805,2.134,0.427,0,0.245,-0.055,-1.071,-16.829,-5.915,-6.159,292.637,-0.76,-0.375,0.66,20.122,-25.488,3.72,2510.413,724,1,1
-0.241,-1.04,0.044,3.78,-0.732,-5.976,2.323,-0.324,-0.892,-0.308,-6.159,1.89,-1.768,0,-0.004,0.071,-0.966,-0.366,1.707,0,0,0.223,-0.029,-1.046,-12.744,-1.951,-3.537,292.637,-0.954,-0.427,1.138,33.354,-37.927,5.305,2510.413,-30,1,1
-0.241,-1.04,0.044,22.012,-8.598,7.317,2.323,-0.324,-0.892,-0.308,-6.098,1.037,0.061,0,-0.004,0.068,-0.955,3.598,-1.402,0.244,0,0.214,0.056,-1.069,-26.768,-9.573,-7.683,292.637,-0.954,-0.427,1.138,23.598,-47.439,12.622,2510.413,117,1,1
-0.253,-1.017,0.051,45.488,-11.768,2.5,2.323,-0.324,-0.904,-0.306,7.073,-2.378,-1.585,0,-0.013,0.055,-0.972,5.793,-5.854,0.122,0,0.214,0.056,-1.069,-16.037,-21.159,-22.866,292.637,-0.781,-0.317,0.42,-53.72,-118.902,23.049,2510.413,28,1,1
-0.253,-1.017,0.051,44.024,-7.5,-12.073,2.323,-0.324,-0.904,-0.306,15.183,-3.78,-3.78,0,-0.013,0.055,-0.972,2.012,-1.22,-0.427,0,0.235,-0.006,-1.04,-22.134,-8.354,-37.622,292.637,-0.12,-0.229,0.07,169.695,-37.439,17.317,2510.413,135,1,1
-0.231,-0.781,0.182,8.171,1.22,-20.793,2.323,-0.287,-0.861,-0.221,5.244,-2.012,-0.488,0,0.011,0.08,-1.019,-2.866,6.829,0.122,0,0.235,-0.006,-1.04,-10.976,22.866,-18.537,292.637,-0.12,-0.229,0.07,61.829,40.671,9.695,2510.413,19,1,1
-0.23,-0.978,0.078,-42.439,6.768,-4.146,2.323,-0.347,-0.899,-0.304,-24.817,9.451,4.695,0,0.003,0.08,-0.971,-4.634,10.427,0.976,0,0.135,-0.017,-0.921,-8.11,2.378,7.134,292.637,-0.813,-0.194,1.219,38.415,17.317,0.366,2510.413,-134,1,1
-0.23,-0.978,0.078,-16.037,0.732,7.317,2.323,-0.347,-0.899,-0.304,-26.707,11.951,1.341,0,0.003,0.08,-0.971,3.476,3.232,1.89,0,0.139,0.156,-0.975,14.207,-7.378,14.817,292.637,-0.67,-0.184,0.995,-2.073,-45.976,-0.488,2510.413,-120,1,1
-0.248,-1.043,0.03,15.183,-2.744,6.951,2.323,-0.343,-0.9,-0.362,-13.171,5.976,-0.732,0,0.001,0.055,-0.923,5.366,0.366,1.159,0,0.139,0.156,-0.975,11.28,-8.963,3.11,292.637,-0.67,-0.184,0.995,-11.951,-25.732,-5.366,2510.413,-145,1,1
-0.248,-1.043,0.03,19.634,-2.805,-0.366,2.323,-0.289,-0.838,-0.299,2.317,0.549,-4.268,0,0.001,0.055,-0.923,3.841,-0.976,0.488,0,0.199,0.043,-1.092,1.037,-12.378,4.756,292.637,-0.518,-0.191,0.869,10.366,-7.317,-1.098,2510.413,117,1,1
-0.2,-0.913,0.099,-1.89,1.585,-8.72,2.323,-0.289,-0.838,-0.299,-4.512,3.354,-4.512,0,0.023,0.064,-0.987,0.976,-0.183,0.305,0,0.199,0.043,-1.092,12.378,-21.646,9.268,292.637,-0.518,-0.191,0.869,14.146,2.866,-4.268,2510.413,-24,1,1
-0.195,-0.941,0.059,-18.841,4.024,0,2.323,-0.305,-0.892,-0.351,-11.89,6.28,-3.659,0,0.029,0.072,-1.025,-1.524,2.5,0.488,0,0.216,0.004,-1.092,12.5,23.78,3.963,292.637,-0.628,-0.181,0.969,2.195,13.171,-9.268,2510.413,-45,1,1
-0.195,-0.941,0.059,-6.524,0.488,10.793,2.323,-0.305,-0.892,-0.351,-9.024,3.476,-0.915,0,0.029,0.072,-1.025,-1.037,1.037,0.183,0,0.165,0.022,-1.048,19.451,9.39,11.098,292.637,-0.628,-0.181,0.969,-15.549,19.512,-12.988,2510.413,-81,1,1
-0.241,-0.997,0.034,4.878,-2.256,13.476,2.323,-0.324,-0.916,-0.393,5.549,-4.756,2.012,0,0.017,0.065,-0.945,0,-0.915,-0.183,0,0.165,0.022,-1.048,16.159,-5.244,9.878,292.637,-0.614,-0.253,0.868,-5.61,12.561,-5.183,2510.413,-178,1,1
-0.241,-0.997,0.034,3.232,-2.256,8.598,2.323,-0.295,-0.841,-0.314,12.317,-8.963,2.134,0,0.017,0.065,-0.945,-0.061,-1.89,-0.305,0,0.187,-0.022,-1.072,5.976,3.171,3.415,292.637,-0.602,-0.234,0.842,-3.659,12.073,-3.171,2510.413,-59,1,1
-0.242,-1.011,0.044,-2.988,2.073,1.098,2.323,-0.295,-0.841,-0.314,10.427,-9.146,2.866,0,0,0.064,-0.928,-2.012,-1.341,-0.183,0,0.165,-0.032,-1.04,1.159,8.11,0.366,292.637,-0.602,-0.234,0.842,-9.878,15.183,-8.902,2510.413,145,1,1
-0.25,-1.026,0.078,1.89,0.793,3.415,2.323,-0.31,-0.865,-0.29,5.366,-5.915,2.744,0,-0.007,0.071,-0.975,-0.671,-2.439,-0.122,0,0.165,-0.032,-1.04,3.963,-17.195,5.976,292.637,-0.632,-0.273,0.835,-13.659,17.927,-12.866,2510.413,132,1,1
-0.25,-1.026,0.078,7.683,-0.183,3.415,2.323,-0.31,-0.865,-0.29,3.476,-3.415,1.159,0,-0.007,0.071,-0.975,0.915,-4.024,-0.244,0,0.182,-0.045,-1.018,11.341,-3.537,0.183,292.637,-0.632,-0.273,0.835,-9.451,17.561,-11.098,2510.413,185,1,1
-0.253,-0.974,0.087,6.341,-0.244,0,2.323,-0.33,-0.909,-0.308,9.39,-6.22,-0.366,0,0.004,0.074,-0.981,1.646,-3.902,-0.183,0,0.182,-0.045,-1.018,1.646,11.28,2.744,292.637,-0.653,-0.301,0.814,-6.159,3.963,-3.72,2510.413,177,1,1
-0.232,-0.953,0.05,-7.805,2.439,-3.659,2.323,-0.317,-0.871,-0.276,8.049,-6.951,0.793,0,0.005,0.07,-0.958,1.28,-0.366,0.427,0,0.186,-0.039,-1.059,3.72,8.598,-2.317,292.637,-0.646,-0.285,0.828,4.878,-1.646,3.902,2510.413,197,1,1
-0.232,-0.953,0.05,-6.402,2.866,-2.134,2.323,-0.317,-0.871,-0.276,1.768,-3.78,0.793,0,0.005,0.07,-0.958,1.098,1.951,0.61,0,0.186,-0.038,-1.069,3.78,5.061,-1.951,292.637,-0.646,-0.285,0.828,5.244,-3.354,3.293,2510.413,215,1,1
-0.236,-0.98,0.053,-1.402,2.805,0,2.323,-0.318,-0.867,-0.279,-7.866,2.012,-0.488,0,-0.002,0.07,-0.964,0.793,2.622,0.732,0,0.186,-0.038,-1.069,-6.829,3.354,-5,292.637,-0.634,-0.272,0.837,2.5,1.22,2.439,2510.413,-5,1,1
-0.236,-0.98,0.053,3.232,2.5,1.28,2.323,-0.323,-0.888,-0.308,-11.037,3.171,-0.427,0,-0.002,0.07,-0.964,0.366,2.195,0.61,0,0.188,-0.042,-1.042,-3.902,9.939,-4.207,292.637,-0.636,-0.265,0.824,0.305,3.476,1.037,2510.413,17,1,1
-0.251,-0.993,0.076,1.524,2.073,0.061,2.323,-0.323,-0.888,-0.308,-7.988,1.707,0,0,0.004,0.068,-0.969,0.183,1.829,0.549,0,0.188,-0.042,-1.042,2.622,-1.22,0.183,292.637,-0.636,-0.265,0.824,-0.793,5,0.427,2510.413,-125,1,1
-0.243,-0.988,0.049,-4.085,1.341,-2.195,2.323,-0.324,-0.881,-0.323,-5.976,0.549,0.366,0,0.012,0.067,-0.962,0.671,0.793,0.488,0,0.198,-0.035,-1.034,0.793,2.744,0.854,292.637,-0.643,-0.262,0.823,-1.829,6.098,-1.037,2510.413,-401,1,1
-0.243,-0.988,0.049,-3.232,1.159,-2.317,2.323,-0.324,-0.881,-0.323,-4.268,-0.122,0.305,0,0.012,0.067,-0.962,1.829,0.488,0.488,0,0.201,-0.024,-1.042,0,-1.646,1.524,292.637,-0.643,-0.262,0.823,-3.659,6.951,-2.073,2510.413,217,1,1
-0.227,-0.963,0.051,-2.256,0.671,-0.976,2.323,-0.32,-0.881,-0.325,-1.524,0.183,-1.463,0,0.011,0.067,-0.973,1.159,-0.305,0.244,0,0.192,-0.015,-1.043,-6.037,13.476,-3.293,292.637,-0.662,-0.282,0.824,-5.976,13.902,-3.841,2510.413,474,1,1
-0.24,-0.975,0.054,-0.488,0.427,0.61,2.323,-0.32,-0.881,-0.325,0.61,-1.585,-0.122,0,0.006,0.07,-0.971,0.549,-0.183,0.244,0,0.192,-0.015,-1.043,2.439,-9.573,5,292.637,-0.667,-0.286,0.789,-2.683,15,-2.866,2510.413,19,1,1
-0.24,-0.975,0.054,1.098,0.549,1.28,2.323,-0.325,-0.879,-0.316,1.524,-2.683,0.976,0,0.006,0.07,-0.971,0.305,0,0.305,0,0.207,-0.024,-1.055,0,-0.793,2.439,292.637,-0.667,-0.286,0.789,-2.927,12.256,-3.598,2510.413,-146,1,1
-0.241,-0.996,0.059,1.159,0.549,0.732,2.323,-0.325,-0.879,-0.316,2.5,-2.439,0.366,0,0.004,0.068,-0.966,0.671,-0.61,0.183,0,0.207,-0.024,-1.055,2.866,9.451,1.28,292.637,-0.685,-0.298,0.778,0.915,2.256,1.159,2510.413,-78,1,1
-0.241,-0.996,0.059,0.854,0.488,-0.244,2.323,-0.324,-0.877,-0.31,3.72,-2.744,-0.122,0,0.004,0.065,-0.964,0.305,-1.098,0.061,0,0.208,-0.028,-1.036,2.927,4.207,0.732,327.124,-0.679,-0.293,0.784,-0.793,-1.402,1.098,2555.043,98,1,1
-0.231,-0.985,0.06,0.488,0.183,-0.976,2.323,-0.324,-0.877,-0.31,2.927,-2.744,0.122,0,0.004,0.065,-0.964,0.061,-0.427,0.122,0,0.216,-0.032,-1.035,4.695,-2.317,2.134,327.124,-0.679,-0.293,0.784,0.854,-1.768,2.5,2555.043,228,1,1
-0.228,-0.97,0.06,0.671,0.61,-1.463,2.323,-0.319,-0.874,-0.301,2.195,-2.073,-0.61,0,0,0.067,-0.965,-0.122,-0.183,0.244,0,0.216,-0.032,-1.035,0.671,-2.378,1.829,327.124,-0.674,-0.29,0.792,0.122,-0.61,1.524,2555.043,289,1,1
-0.228,-0.97,0.06,1.28,0.976,-0.427,2.323,-0.321,-0.88,-0.298,0.793,-1.159,-0.549,0,0,0.067,-0.965,0.061,-0.244,0.244,0,0.209,-0.043,-1.042,1.524,3.841,-0.061,327.124,-0.674,-0.29,0.792,-0.549,1.098,-0.366,2555.043,-373,1,1
-0.238,-0.979,0.066,0.793,0.793,-0.122,2.323,-0.321,-0.88,-0.298,-0.305,-0.854,-0.366,0,0.002,0.072,-0.968,0,0.244,0.244,0,0.209,-0.043,-1.042,4.207,-3.72,1.28,327.124,-0.678,-0.289,0.791,1.22,2.317,-0.427,2555.043,-198,1,1
-0.238,-0.979,0.066,0.793,0.488,-0.427,2.323,-0.327,-0.882,-0.302,-1.463,-0.549,-0.488,0,0.002,0.072,-0.968,0.061,0.183,0.244,0,0.208,-0.039,-1.046,-2.378,0.732,0.488,327.124,-0.679,-0.291,0.788,0.854,0.244,0.305,2555.043,412,1,1
-0.236,-0.98,0.063,0,0.671,-0.549,2.323,-0.327,-0.882,-0.302,-0.976,-0.61,-0.366,0,0.007,0.072,-0.971,0.244,0.61,0.305,0,0.208,-0.031,-1.044,0.61,-3.659,0.854,327.124,-0.679,-0.291,0.788,3.354,-0.122,1.829,2555.043,252,1,1
-0.236,-0.98,0.063,-2.256,0.976,-0.976,2.323,-0.325,-0.878,-0.306,-2.439,0.183,-0.61,0,0.007,0.071,-0.968,0.366,0.976,0.427,0,0.208,-0.031,-1.044,-2.683,3.72,-0.549,327.124,-0.678,-0.284,0.794,2.012,-0.549,1.098,2555.043,305,1,1
